Date (GMT),Facebook Page,Post ID,Post Permalink,Post Type,Post Message,Tags,Campaign,Reactions,Comments,Shares,Ow.ly Clicks
2018-06-21 23:50:14,Eyewatch - Geelong Police Service Area,118579511604215_1516506788478140,https://www.facebook.com/118579511604215/posts/1516506788478140/,Photo,"GEELONG POLICE CONDUCTING BIKE PATROLS AROUND SCHOOL ZONES AND CARPARKS  Geelong Police have been conducting bicycle patrols around the Geelong area over the last few days.  These patrols have been focusing around local car parks and railway stations  as well as local schools during school crossing hours.  Yesterday one of these patrols was conducting static laser detection on Aberdeen Street, Newtown and in just a short 45 min period at this location alone they detected 6 motorists exceeding the required 40 kmh speed limit and two motorists also using their mobile phones whilst driving.  Needless to say the local lolly pop crossing supervisor and numerous parents were very appreciative of the police members being present as they have had concerns for some time regarding the speed and driving of motorists in the school zones.  These patrols will be continuing.",,,123,36,17,
2018-06-21 23:55:56,Eyewatch - Frankston Police Service Area,132629380243848_997530880420356,https://www.facebook.com/132629380243848/posts/997530880420356/,Photo,"On the 29th of May 2018, a male entered the Cylde Road KFC in Berwick and placed an order for $5. The male paid for his order with a $50 note and received $45 change before leaving the store without the food order. The $50 note was later identified as being counterfeit, bearing serial number CK14947940.  Between the dates of the 26/05/18 - 27/05/18 unknown offenders have entered the BCF store in Mornington. The offenders have paid for their products using 2x $50 counterfeit notes, also bearing serial number CK14947940.  If you recognise the male pictured below, please contact Crime Stoppers on 1800 333 000 or Senior Constable Jacinta Allen at the Mornington Peninsula CIU on 5978 1300.",,,14,1,35,
2018-06-22 01:46:14,Eyewatch - Wyndham Police Service Area,134404370080550_877015675819412,https://www.facebook.com/134404370080550/posts/877015675819412/,Photo,"International ""Take your Dog to Work Day"" 22.06.2018  Police at Wyndham had a welcomed increase in K9 patrols today.  Tasked with monitoring CCTV, operational patrols/eating snacks . . eating more snacks & getting as much affection as possible, our three K9 members provided a much needed boost :)    Stay safe - #jessie #rupert #diesel           Senior Sergeant Aaron RICHES",,,687,308,298,
2018-06-22 02:38:42,Eyewatch - Geelong Police Service Area,118579511604215_1516761838452635,https://www.facebook.com/118579511604215/posts/1516761838452635/,Link,(Post with no description),,,13,3,41,
2018-06-22 05:35:04,Eyewatch - Cardinia Police Service Area,1755954881336663_2013237432275072,https://www.facebook.com/1755954881336663/posts/2013237432275072/,Photo,Being part of Victoria Police is an active career - if you're interested in joining our team you will be required to complete a fitness test.  To find out details about the fitness test and how fit you need to be download the Police FIT app and visit http://ow.ly/GMT430kmjud for more information.  vp40485,,,4,0,1,139
2018-06-22 06:00:43,Eyewatch - Frankston Police Service Area,132629380243848_997763423730435,https://www.facebook.com/132629380243848/posts/997763423730435/,Photo,"FRANKSTON STABBING  Frankston CIU detectives are investigating after a man was stabbed in Frankston last night (18 June) at 8.25 pm. Investigators have been told two unknown men attended a home on Daly Street and were confronted by a 46-year-old man who was home at the time. The pair left the property and became involved in an altercation with the victim, who remained behind a gate. One of the men leant over the gate and stabbed the man with an unknown edged weapon before the pair fled on foot. The victim sustained serious but non-life threatening injuries and was taken to hospital.  No arrests have been made at this stage and the investigation is ongoing. Both men have been perceived as Caucasian in appearance and about 172cm tall with solid builds and tanned complexions. They are believed to be aged in their 40s and appeared unshaven. One of the men was wearing white clothes, while the other wore a dark beanie, jumper and cargo pants.  Anyone with information is urged to contact Crime Stoppers on 1800 333 000 or submit a confidential report online at www.crimestoppersvic.com.au",,,7,10,11,
2018-06-22 06:05:42,Eyewatch - Knox Police Service Area,597550253628752_1950254915024939,https://www.facebook.com/597550253628752/posts/1950254915024939/,Photo,"On Tuesday 19th of June at approximately 11:00PM, Rowville Police members attended in the vicinity of Laser Dr and Henderson Rd, Rowville in relation to complaints from the public about a large number of vehicles hooning in the industrial estate.  Police observed in excess of 100 vehicles in and around the estate believed to be engaged in hoon activity and anti-social behaviour.  Police are seeking information and CCTV or dashcam from anyone that witnessed these vehicles gathering or leaving the area around that time. Anyone that witnessed vehicles performing dangerous and illegal activities is urged to contact police.  Please contact Leading Senior Constable FRANKLIN at Knox Highway Patrol on 9881 7900 or make a confidential report via Crimestoppers on 1800 333 000.",,,127,329,83,
2018-06-22 06:30:08,Eyewatch - Cardinia Police Service Area,1755954881336663_2013271405605008,https://www.facebook.com/1755954881336663/posts/2013271405605008/,Photo,"WARRANT - EMMA HARRISON   Do you know the location of Emma HARRISON? There is currently a warrant for her arrest.   If you have information about her whereabouts, please contact Crime Stoppers on 1800 333 000 or make a report online at www.crimestoppersvic.com.au",,,6,0,22,
2018-06-22 06:37:11,Eyewatch - Geelong Police Service Area,118579511604215_1516988798429939,https://www.facebook.com/118579511604215/posts/1516988798429939/,Photo,"GEELONG AND BELLARINE PENINSULA COMMUNITY SAFETY  Today is the final day of community engagement and finds us down the Bellarine Peninsula at Drysdale, Point Lonsdale and this evening at Queenscliff.   We have met some amazing people and gained great insight and information about safety issues in our community.  Don’t forget that if you have missed your opportunity to have your say this week you can still go to the web site www.engage.vic.gov.au/communitysafetynetworks until the end of July and have your say.  Thanks to everybody who has contributed and been so giving of their time.",,,45,1,2,
2018-06-22 09:30:15,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1747268968697994,https://www.facebook.com/1091322447625986/posts/1747268968697994/,Photo,With winter already bringing us some very chilly and foggy mornings it's highly likely that you've given your fog lights a work out.  It is important to be aware though that using your vehicle lights incorrectly can make it difficult for other drivers to see!  So once the fog has lifted make sure you turn your fog lights off!  If you have your fog lights operating when there is no fog or hazardous conditions you could face a $159 infringement notice.  Remember fog lights should only be used in hazardous weather conditions! For more information visit http://ow.ly/68s930kmkLi  vp40485,,,25,9,16,22
2018-06-22 11:07:42,Eyewatch - Greater Shepparton Police Service Area,349554451900294_805256999663368,https://www.facebook.com/349554451900294/posts/805256999663368/,Link,Officers well and continuing their shift.      Eyewatch - Greater Shepparton Police Service Area shared Victoria Police's post.,,,25,23,5,
2018-06-22 20:25:04,Eyewatch - Cardinia Police Service Area,1755954881336663_2013884885543660,https://www.facebook.com/1755954881336663/posts/2013884885543660/,Photo,With winter already bringing us some very chilly and foggy mornings it's highly likely that you've given your fog lights a work out.  It is important to be aware though that using your vehicle lights incorrectly can make it difficult for other drivers to see!  So once the fog has lifted make sure you turn your fog lights off!  If you have your fog lights operating when there is no fog or hazardous conditions you could face a $159 infringement notice.  Remember fog lights should only be used in hazardous weather conditions! For more information visit http://ow.ly/68s930kmkLi  vp40485,,,44,45,22,22
2018-06-22 22:00:37,Eyewatch - Greater Shepparton Police Service Area,349554451900294_805754586280276,https://www.facebook.com/349554451900294/posts/805754586280276/,Photo,TODAY 10AM -1PM  MOOROOPNA  Operation Safeplate underway from 10am today.,,,15,20,7,
2018-06-23 03:15:04,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1748501485241409,https://www.facebook.com/1091322447625986/posts/1748501485241409/,Photo,Do you use public Wi-Fi? Public Wi-Fi helps us keep connected while we are on the go but bit also poses risks to our information and privacy.  Don't risk your data! When you're using public Wi-Fi follow these tips from Stay Smart Online:  - Avoid sending or receiving sensitive information - Keep your anti-virus up to date - Use two-factor authentication wherever possible.  For more information visit http://ow.ly/KGYt30kmiZn   vp40485,,,6,0,3,34
2018-06-23 04:21:08,Eyewatch - Frankston Police Service Area,132629380243848_998765863630191,https://www.facebook.com/132629380243848/posts/998765863630191/,Link,(Post with no description),,,8,2,6,
2018-06-23 06:44:41,Eyewatch - Greater Shepparton Police Service Area,349554451900294_806071189581949,https://www.facebook.com/349554451900294/posts/806071189581949/,Photo,Well done Neighbourhood Watch and the community.  81 vehicles had their number plates secured with security screws today at Mooroopna.  Next Safeplate Day - TATURA - Saturday 21/7/18 opposite the police station 10am to 1pm.    Alternatively drop into Autobarn Shepparton (next door to the Sherbourne Hotel Wyndham Street),,,9,3,1,
